,Dade,62,1,3,0,58,272,90,153,29,1,,
,Dawson,15,0,0,0,15,551,112,411,28,0,,
,DeKalb County Police Department,"3,159",65,139,"1,735","1,220","30,194","10,338","15,599","4,257",139,,
,Dougherty,6,0,0,2,4,193,9,179,5,0,,
,Dougherty County Police Department,32,0,7,7,18,431,157,250,24,2,,
,Douglas,176,2,13,68,93,"2,191",608,"1,394",189,4,,
,Echols,2,0,0,0,2,37,11,23,3,0,,
,Effingham,56,0,14,8,34,348,265,58,25,3,,
,Fayette,33,1,3,7,22,626,201,383,42,6,,
,Floyd,51,0,1,2,48,14,7,7,0,0,,
,Floyd County Police Department,206,1,8,12,185,"1,448",383,972,93,15,,
,Forsyth,363,1,22,14,326,"1,837",438,"1,333",66,2,,
,Fulton,1,0,0,0,1,9,1,8,0,0,,
,Fulton County Police Department,748,13,25,362,348,"5,842","1,712","3,242",888,10,,
,Glynn,0,0,0,0,0,0,0,0,0,0,,
,Glynn County Police Department,243,3,17,73,150,"3,108",697,"2,318",93,2,,
,Gwinnett County Police Department,"1,495",24,145,630,696,"15,736","5,095","9,451","1,190",75,,
,Hall,154,2,20,33,99,"2,553",722,"1,624",207,15,,
,Haralson,134,2,2,6,124,532,271,201,60,5,,
,Harris,15,0,2,0,13,271,86,173,12,,,
,Heard,18,0,0,1,17,152,45,79,28,0,,
,Henry,9,0,0,0,9,125,0,124,1,,,
,Henry County Police Department,272,5,30,106,131,"4,490","1,360","2,777",353,19,,
,Houston,71,0,6,13,52,"1,195",290,853,52,,,
,Jasper,15,0,2,1,12,345,132,203,10,0,,
,Jones,14,1,1,1,11,541,149,344,48,4,,
,Lamar,40,0,0,1,39,269,72,182,15,0,,
,Lanier,9,0,0,0,9,145,51,89,5,0,,
,Lee,79,0,0,1,78,613,161,422,30,1,,
,Liberty,61,1,1,4,55,429,166,232,31,,,
,Lowndes,74,2,6,10,56,746,180,523,43,,,
,Madison,194,0,4,5,185,743,204,488,51,,,
,McDuffie,31,1,1,7,22,303,103,171,29,0,,
,McIntosh,22,2,1,2,17,400,118,256,26,6,,
,Meriwether,24,1,2,0,21,438,159,248,31,0,,
,Monroe,24,0,1,9,14,482,156,295,31,1,,
,Murray,51,1,5,1,44,856,176,611,69,,,
,Muscogee,0,0,0,0,0,0,0,0,0,0,,
,Newton,330,1,18,45,266,"2,201",813,"1,193",195,,,
,Oconee,44,0,1,2,41,485,105,339,41,1,,
,Oglethorpe,62,0,4,6,52,650,152,485,13,0,,
,Paulding,141,0,18,14,109,"2,571",664,"1,723",184,13,,
,Pickens,26,2,0,0,24,427,95,317,15,,,
,Pike,2,0,1,0,1,93,30,59,4,,,
,Rockdale,272,1,15,42,214,"2,413",677,"1,568",168,,,
,Spalding,127,4,15,18,90,"1,668",507,"1,032",129,0,,
,Terrell,16,2,1,0,13,105,38,60,7,,,
,Twiggs,8,1,0,0,7,175,75,89,11,0,,
,Walton,113,2,4,13,94,"1,215",287,813,115,0,,
,Whitfield,166,1,16,7,142,"1,823",492,"1,205",126,7,,
,Worth,4,0,0,3,1,181,46,120,15,1,,
GEORGIA - Nonmetropolitan Counties,Appling,23,1,2,0,20,455,74,359,22,0,,
,Atkinson,4,0,0,0,4,64,32,29,3,,,
,Baldwin,72,1,6,9,56,868,263,582,23,1,,
,Banks,16,0,2,0,14,670,134,500,36,0,,
,Ben Hill,14,1,4,2,7,216,74,131,11,0,,
,Berrien,12,1,1,0,10,257,57,191,9,0,,
,Bleckley,14,0,2,1,11,150,51,90,9,2,,
,Bulloch,27,1,1,7,18,728,259,414,55,,,
,Calhoun,2,0,0,0,2,31,9,21,1,0,,
,Camden,50,2,2,0,46,471,112,339,20,,,
,Charlton,9,0,1,3,5,157,63,89,5,1,,
,Clay,10,2,0,0,8,6,6,0,0,,,
,Clinch,6,0,0,1,5,69,26,35,8,1,,
,Coffee,59,1,6,4,48,856,233,577,46,2,,
,Cook,17,0,0,1,16,133,60,66,7,,,
,Crisp,18,0,0,0,18,429,97,318,14,0,,
,Decatur,33,2,1,5,25,238,74,158,6,1,,
,Dodge,25,1,2,1,21,418,143,265,10,0,,
,Dooly,19,0,0,3,16,106,17,84,5,,,
,Early,22,0,0,0,22,138,47,85,6,0,,
,Elbert,25,0,1,2,22,582,174,374,34,0,,
,Emanuel,19,0,1,6,12,366,177,165,24,,,
,Evans,13,0,1,1,11,86,46,35,5,,,
,Fannin,95,0,1,2,92,440,150,275,15,0,,
,Franklin,10,1,2,5,2,396,124,255,17,,,
,Gilmer,25,1,3,0,21,427,169,236,22,0,,
,Gordon,148,2,3,2,141,795,233,512,50,0,,
,Grady,28,0,0,1,27,142,70,62,10,,,
,Greene,9,0,0,2,7,247,62,175,10,0,,
,Habersham,38,0,8,1,29,468,168,286,14,0,,
,Hancock,1,0,1,0,0,84,38,44,2,0,,
,Hart,64,0,1,3,60,604,172,403,29,,,
,Irwin,6,0,0,1,5,158,51,99,8,0,,
,Jackson,25,0,1,5,19,"1,087",296,737,54,8,,
,Jeff Davis,52,1,0,2,49,306,68,206,32,1,,
,Jefferson,16,0,0,4,12,178,94,67,17,,,
,Laurens,27,0,5,5,17,869,239,536,94,1,,
,Lumpkin,102,0,8,1,93,528,132,373,23,2,,
,Miller,2,0,0,0,2,31,5,26,0,,,
,Mitchell,33,0,4,1,28,250,72,156,22,,,
,Morgan,7,0,1,0,6,209,47,142,20,5,,
,Peach,19,0,0,7,12,377,139,210,28,0,,
,Pierce5,7,0,0,1,6,,4,,5,,,
,Polk,0,0,0,0,0,0,0,0,0,0,,
,Polk County Police Department,63,0,6,3,54,775,280,433,62,7,,
,Pulaski,34,1,0,2,31,263,80,179,4,0,,
,Putnam,66,1,1,1,63,384,127,249,8,0,,
,Rabun,3,0,0,0,3,209,45,157,7,0,,
